column,role,source_table,feature_family,source_id,phase,recording,segment,feature,operation_id,operation_type,formula,base_formula,formula_key,id,label,direction,horizon,data_type,scale_type,is_target
ecg_der__orthostatic_before__delta__hrv_time__pNN50_percent,input,ecg_derived,hrv_time,,,,,hrv_time__pNN50_percent,orthostatic_before,pairwise,delta,,delta,,,,,,,False
ecg_der__orthostatic_before__percent_delta__hrv_time__pNN50_percent,input,ecg_derived,hrv_time,,,,,hrv_time__pNN50_percent,orthostatic_before,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__orthostatic_before__ratio__hrv_time__pNN50_percent,input,ecg_derived,hrv_time,,,,,hrv_time__pNN50_percent,orthostatic_before,pairwise,ratio,,ratio,,,,,,,False
ecg_der__orthostatic_before__delta__hrv_freq__LF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_power,orthostatic_before,pairwise,delta,,delta,,,,,,,False
ecg_der__orthostatic_before__percent_delta__hrv_freq__LF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_power,orthostatic_before,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__orthostatic_before__ratio__hrv_freq__LF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_power,orthostatic_before,pairwise,ratio,,ratio,,,,,,,False
ecg_der__orthostatic_before__delta__hrv_freq__HF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__HF_power,orthostatic_before,pairwise,delta,,delta,,,,,,,False
ecg_der__orthostatic_before__percent_delta__hrv_freq__HF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__HF_power,orthostatic_before,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__orthostatic_before__ratio__hrv_freq__HF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__HF_power,orthostatic_before,pairwise,ratio,,ratio,,,,,,,False
ecg_der__orthostatic_before__delta__hrv_freq__LF_HF_ratio,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_HF_ratio,orthostatic_before,pairwise,delta,,delta,,,,,,,False
ecg_der__orthostatic_before__percent_delta__hrv_freq__LF_HF_ratio,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_HF_ratio,orthostatic_before,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__orthostatic_before__ratio__hrv_freq__LF_HF_ratio,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_HF_ratio,orthostatic_before,pairwise,ratio,,ratio,,,,,,,False
ecg_der__orthostatic_after__delta__hrv_time__MeanHR_bpm,input,ecg_derived,hrv_time,,,,,hrv_time__MeanHR_bpm,orthostatic_after,pairwise,delta,,delta,,,,,,,False
ecg_der__orthostatic_after__percent_delta__hrv_time__MeanHR_bpm,input,ecg_derived,hrv_time,,,,,hrv_time__MeanHR_bpm,orthostatic_after,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__orthostatic_after__ratio__hrv_time__MeanHR_bpm,input,ecg_derived,hrv_time,,,,,hrv_time__MeanHR_bpm,orthostatic_after,pairwise,ratio,,ratio,,,,,,,False
ecg_der__orthostatic_after__delta__hrv_time__MeanNN_ms,input,ecg_derived,hrv_time,,,,,hrv_time__MeanNN_ms,orthostatic_after,pairwise,delta,,delta,,,,,,,False
ecg_der__orthostatic_after__percent_delta__hrv_time__MeanNN_ms,input,ecg_derived,hrv_time,,,,,hrv_time__MeanNN_ms,orthostatic_after,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__orthostatic_after__ratio__hrv_time__MeanNN_ms,input,ecg_derived,hrv_time,,,,,hrv_time__MeanNN_ms,orthostatic_after,pairwise,ratio,,ratio,,,,,,,False
ecg_der__orthostatic_after__delta__hrv_time__SDNN_ms,input,ecg_derived,hrv_time,,,,,hrv_time__SDNN_ms,orthostatic_after,pairwise,delta,,delta,,,,,,,False
ecg_der__orthostatic_after__percent_delta__hrv_time__SDNN_ms,input,ecg_derived,hrv_time,,,,,hrv_time__SDNN_ms,orthostatic_after,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__orthostatic_after__ratio__hrv_time__SDNN_ms,input,ecg_derived,hrv_time,,,,,hrv_time__SDNN_ms,orthostatic_after,pairwise,ratio,,ratio,,,,,,,False
ecg_der__orthostatic_after__delta__hrv_time__RMSSD_ms,input,ecg_derived,hrv_time,,,,,hrv_time__RMSSD_ms,orthostatic_after,pairwise,delta,,delta,,,,,,,False
ecg_der__orthostatic_after__percent_delta__hrv_time__RMSSD_ms,input,ecg_derived,hrv_time,,,,,hrv_time__RMSSD_ms,orthostatic_after,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__orthostatic_after__ratio__hrv_time__RMSSD_ms,input,ecg_derived,hrv_time,,,,,hrv_time__RMSSD_ms,orthostatic_after,pairwise,ratio,,ratio,,,,,,,False
ecg_der__orthostatic_after__delta__hrv_time__pNN50_percent,input,ecg_derived,hrv_time,,,,,hrv_time__pNN50_percent,orthostatic_after,pairwise,delta,,delta,,,,,,,False
ecg_der__orthostatic_after__percent_delta__hrv_time__pNN50_percent,input,ecg_derived,hrv_time,,,,,hrv_time__pNN50_percent,orthostatic_after,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__orthostatic_after__ratio__hrv_time__pNN50_percent,input,ecg_derived,hrv_time,,,,,hrv_time__pNN50_percent,orthostatic_after,pairwise,ratio,,ratio,,,,,,,False
ecg_der__orthostatic_after__delta__hrv_freq__LF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_power,orthostatic_after,pairwise,delta,,delta,,,,,,,False
ecg_der__orthostatic_after__percent_delta__hrv_freq__LF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_power,orthostatic_after,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__orthostatic_after__ratio__hrv_freq__LF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_power,orthostatic_after,pairwise,ratio,,ratio,,,,,,,False
ecg_der__orthostatic_after__delta__hrv_freq__HF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__HF_power,orthostatic_after,pairwise,delta,,delta,,,,,,,False
ecg_der__orthostatic_after__percent_delta__hrv_freq__HF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__HF_power,orthostatic_after,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__orthostatic_after__ratio__hrv_freq__HF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__HF_power,orthostatic_after,pairwise,ratio,,ratio,,,,,,,False
ecg_der__orthostatic_after__delta__hrv_freq__LF_HF_ratio,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_HF_ratio,orthostatic_after,pairwise,delta,,delta,,,,,,,False
ecg_der__orthostatic_after__percent_delta__hrv_freq__LF_HF_ratio,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_HF_ratio,orthostatic_after,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__orthostatic_after__ratio__hrv_freq__LF_HF_ratio,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_HF_ratio,orthostatic_after,pairwise,ratio,,ratio,,,,,,,False
ecg_der__training_response__delta__hrv_freq__HF_nu,input,ecg_derived,hrv_freq,,,,,hrv_freq__HF_nu,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_freq__HF_nu,input,ecg_derived,hrv_freq,,,,,hrv_freq__HF_nu,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_freq__HF_peak_Hz,input,ecg_derived,hrv_freq,,,,,hrv_freq__HF_peak_Hz,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_freq__HF_peak_Hz,input,ecg_derived,hrv_freq,,,,,hrv_freq__HF_peak_Hz,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_freq__HF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__HF_power,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_freq__HF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__HF_power,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_freq__LF_HF_ratio,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_HF_ratio,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_freq__LF_HF_ratio,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_HF_ratio,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_freq__LF_nu,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_nu,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_freq__LF_nu,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_nu,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_freq__LF_peak_Hz,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_peak_Hz,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_freq__LF_peak_Hz,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_peak_Hz,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_freq__LF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_power,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_freq__LF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__LF_power,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_freq__Total_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__Total_power,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_freq__Total_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__Total_power,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_freq__VLF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__VLF_power,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_freq__VLF_power,input,ecg_derived,hrv_freq,,,,,hrv_freq__VLF_power,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_nonlinear__ApproxEntropy,input,ecg_derived,hrv_nonlinear,,,,,hrv_nonlinear__ApproxEntropy,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_nonlinear__ApproxEntropy,input,ecg_derived,hrv_nonlinear,,,,,hrv_nonlinear__ApproxEntropy,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_nonlinear__DFA_alpha1,input,ecg_derived,hrv_nonlinear,,,,,hrv_nonlinear__DFA_alpha1,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_nonlinear__DFA_alpha1,input,ecg_derived,hrv_nonlinear,,,,,hrv_nonlinear__DFA_alpha1,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_nonlinear__DFA_alpha2,input,ecg_derived,hrv_nonlinear,,,,,hrv_nonlinear__DFA_alpha2,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_nonlinear__DFA_alpha2,input,ecg_derived,hrv_nonlinear,,,,,hrv_nonlinear__DFA_alpha2,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_nonlinear__Ellipse_area,input,ecg_derived,hrv_nonlinear,,,,,hrv_nonlinear__Ellipse_area,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_nonlinear__Ellipse_area,input,ecg_derived,hrv_nonlinear,,,,,hrv_nonlinear__Ellipse_area,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_nonlinear__FractalDimension,input,ecg_derived,hrv_nonlinear,,,,,hrv_nonlinear__FractalDimension,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_nonlinear__FractalDimension,input,ecg_derived,hrv_nonlinear,,,,,hrv_nonlinear__FractalDimension,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_nonlinear__SD1_SD2_ratio,input,ecg_derived,hrv_nonlinear,,,,,hrv_nonlinear__SD1_SD2_ratio,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_nonlinear__SD1_SD2_ratio,input,ecg_derived,hrv_nonlinear,,,,,hrv_nonlinear__SD1_SD2_ratio,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_nonlinear__SD1_ms,input,ecg_derived,hrv_nonlinear,,,,,hrv_nonlinear__SD1_ms,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_nonlinear__SD1_ms,input,ecg_derived,hrv_nonlinear,,,,,hrv_nonlinear__SD1_ms,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_nonlinear__SD2_ms,input,ecg_derived,hrv_nonlinear,,,,,hrv_nonlinear__SD2_ms,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_nonlinear__SD2_ms,input,ecg_derived,hrv_nonlinear,,,,,hrv_nonlinear__SD2_ms,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_nonlinear__SampleEntropy,input,ecg_derived,hrv_nonlinear,,,,,hrv_nonlinear__SampleEntropy,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_nonlinear__SampleEntropy,input,ecg_derived,hrv_nonlinear,,,,,hrv_nonlinear__SampleEntropy,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_nonlinear__ShannonEntropy,input,ecg_derived,hrv_nonlinear,,,,,hrv_nonlinear__ShannonEntropy,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_nonlinear__ShannonEntropy,input,ecg_derived,hrv_nonlinear,,,,,hrv_nonlinear__ShannonEntropy,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_time__HR_max_bpm,input,ecg_derived,hrv_time,,,,,hrv_time__HR_max_bpm,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_time__HR_max_bpm,input,ecg_derived,hrv_time,,,,,hrv_time__HR_max_bpm,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_time__HR_min_bpm,input,ecg_derived,hrv_time,,,,,hrv_time__HR_min_bpm,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_time__HR_min_bpm,input,ecg_derived,hrv_time,,,,,hrv_time__HR_min_bpm,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_time__HR_std_bpm,input,ecg_derived,hrv_time,,,,,hrv_time__HR_std_bpm,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_time__HR_std_bpm,input,ecg_derived,hrv_time,,,,,hrv_time__HR_std_bpm,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_time__MeanHR_bpm,input,ecg_derived,hrv_time,,,,,hrv_time__MeanHR_bpm,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_time__MeanHR_bpm,input,ecg_derived,hrv_time,,,,,hrv_time__MeanHR_bpm,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_time__MeanNN_ms,input,ecg_derived,hrv_time,,,,,hrv_time__MeanNN_ms,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_time__MeanNN_ms,input,ecg_derived,hrv_time,,,,,hrv_time__MeanNN_ms,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_time__MedianNN_ms,input,ecg_derived,hrv_time,,,,,hrv_time__MedianNN_ms,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_time__MedianNN_ms,input,ecg_derived,hrv_time,,,,,hrv_time__MedianNN_ms,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_time__NN_max_ms,input,ecg_derived,hrv_time,,,,,hrv_time__NN_max_ms,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_time__NN_max_ms,input,ecg_derived,hrv_time,,,,,hrv_time__NN_max_ms,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_time__NN_min_ms,input,ecg_derived,hrv_time,,,,,hrv_time__NN_min_ms,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_time__NN_min_ms,input,ecg_derived,hrv_time,,,,,hrv_time__NN_min_ms,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_time__NN_range_ms,input,ecg_derived,hrv_time,,,,,hrv_time__NN_range_ms,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_time__NN_range_ms,input,ecg_derived,hrv_time,,,,,hrv_time__NN_range_ms,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_time__RMSSD_ms,input,ecg_derived,hrv_time,,,,,hrv_time__RMSSD_ms,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_time__RMSSD_ms,input,ecg_derived,hrv_time,,,,,hrv_time__RMSSD_ms,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_time__SDNN_ms,input,ecg_derived,hrv_time,,,,,hrv_time__SDNN_ms,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_time__SDNN_ms,input,ecg_derived,hrv_time,,,,,hrv_time__SDNN_ms,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_time__SDSD_ms,input,ecg_derived,hrv_time,,,,,hrv_time__SDSD_ms,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_time__SDSD_ms,input,ecg_derived,hrv_time,,,,,hrv_time__SDSD_ms,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_time__pNN20_percent,input,ecg_derived,hrv_time,,,,,hrv_time__pNN20_percent,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_time__pNN20_percent,input,ecg_derived,hrv_time,,,,,hrv_time__pNN20_percent,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__hrv_time__pNN50_percent,input,ecg_derived,hrv_time,,,,,hrv_time__pNN50_percent,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__hrv_time__pNN50_percent,input,ecg_derived,hrv_time,,,,,hrv_time__pNN50_percent,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__morph_p__PR_interval_ms,input,ecg_derived,morph_p,,,,,morph_p__PR_interval_ms,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__morph_p__PR_interval_ms,input,ecg_derived,morph_p,,,,,morph_p__PR_interval_ms,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__morph_p__PR_peak_interval_ms,input,ecg_derived,morph_p,,,,,morph_p__PR_peak_interval_ms,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__morph_p__PR_peak_interval_ms,input,ecg_derived,morph_p,,,,,morph_p__PR_peak_interval_ms,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__morph_p__P_amp,input,ecg_derived,morph_p,,,,,morph_p__P_amp,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__morph_p__P_amp,input,ecg_derived,morph_p,,,,,morph_p__P_amp,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__morph_p__P_area,input,ecg_derived,morph_p,,,,,morph_p__P_area,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__morph_p__P_area,input,ecg_derived,morph_p,,,,,morph_p__P_area,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__morph_p__P_width_ms,input,ecg_derived,morph_p,,,,,morph_p__P_width_ms,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__morph_p__P_width_ms,input,ecg_derived,morph_p,,,,,morph_p__P_width_ms,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__morph_qrs__Negative_area,input,ecg_derived,morph_qrs,,,,,morph_qrs__Negative_area,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__morph_qrs__Negative_area,input,ecg_derived,morph_qrs,,,,,morph_qrs__Negative_area,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__morph_qrs__Positive_area,input,ecg_derived,morph_qrs,,,,,morph_qrs__Positive_area,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__morph_qrs__Positive_area,input,ecg_derived,morph_qrs,,,,,morph_qrs__Positive_area,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__morph_qrs__QRS_area,input,ecg_derived,morph_qrs,,,,,morph_qrs__QRS_area,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__morph_qrs__QRS_area,input,ecg_derived,morph_qrs,,,,,morph_qrs__QRS_area,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__morph_qrs__QRS_duration_ms,input,ecg_derived,morph_qrs,,,,,morph_qrs__QRS_duration_ms,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__morph_qrs__QRS_duration_ms,input,ecg_derived,morph_qrs,,,,,morph_qrs__QRS_duration_ms,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__morph_qrs__QRS_left_width_ms,input,ecg_derived,morph_qrs,,,,,morph_qrs__QRS_left_width_ms,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__morph_qrs__QRS_left_width_ms,input,ecg_derived,morph_qrs,,,,,morph_qrs__QRS_left_width_ms,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__morph_qrs__QRS_main_amp,input,ecg_derived,morph_qrs,,,,,morph_qrs__QRS_main_amp,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__morph_qrs__QRS_main_amp,input,ecg_derived,morph_qrs,,,,,morph_qrs__QRS_main_amp,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__morph_qrs__QRS_right_width_ms,input,ecg_derived,morph_qrs,,,,,morph_qrs__QRS_right_width_ms,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__morph_qrs__QRS_right_width_ms,input,ecg_derived,morph_qrs,,,,,morph_qrs__QRS_right_width_ms,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
ecg_der__training_response__delta__morph_qrs__QRS_width_20_ms,input,ecg_derived,morph_qrs,,,,,morph_qrs__QRS_width_20_ms,training_response,pairwise,delta,,delta,,,,,,,False
ecg_der__training_response__percent_delta__morph_qrs__QRS_width_20_ms,input,ecg_derived,morph_qrs,,,,,morph_qrs__QRS_width_20_ms,training_response,pairwise,percent_delta,,percent_delta,,,,,,,False
